hgnc_id,symbol,locus_type,seq_region,start,stop
"32339","SEPTIN7P2","pseudogene","7","45723780","45769042"
"32340","MIR483","RNA, micro","11","2134134","2134209"
"32341","MIR484","RNA, micro","16","15643294","15643372"
"32342","MIR486-1","RNA, micro","8","41660441","41660508"
"32343","MIR487A","RNA, micro","14","101052446","101052525"
"32344","MIR455","RNA, micro","9","114209434","114209529"
"32345","DPPA3P1","pseudogene","X","103961811","103962279"
"32346","PIK3CD-AS1","RNA, long non-coding","1","9652610","9654586"
"32348","TTC24","gene with protein product","1","156579723","156587719"
"32349","TMEM81","gene with protein product","1","205083129","205084460"
"32350","TMEM82","gene with protein product","1","15742499","15747982"
"32351","LINC02249","RNA, long non-coding","15","30195809","30217552"
"32355","CNOT6LP1","pseudogene","15","56005715","56007176"
"32360","WHAMMP2","pseudogene","15","28737583","28759204"
"32361","WHAMMP1","pseudogene","15","32519848","32536926"
"32363","CHAC2","gene with protein product","2","53767804","53775196"
"32368","FAM99A","RNA, long non-coding","11","1665597","1667856"
"32369","FAM99B","RNA, long non-coding","11","1683269","1685629"
"32370","GPR176","gene with protein product","15","39799008","39920266"
"32371","TMEM88","gene with protein product","17","7855066","7856099"
"32372","TMEM89","gene with protein product","3","48620759","48621769"
"32373","PPIP5K1P1","pseudogene","","",""
"32374","COX6CP4","pseudogene","15","36571985","36572212"
"32375","GOLGA8CP","pseudogene","15","20562375","20575696"
"32376","GOLGA8DP","pseudogene","15","23157366","23170711"
"32377","GOLGA8EP","pseudogene","15","22427039","22437902"
"32378","GOLGA8F","gene with protein product","15","28378621","28392021"
"32379","ARL4AP2","pseudogene","4","40786110","40786710"
"32380","ARF4P3","pseudogene","13","100756551","100757059"
"32382","LINC00593","RNA, long non-coding","","",""
"32385","PHF5CP","pseudogene","19","19588091","19588415"
"32386","THRAP3P1","pseudogene","3","31452832","31455894"
"32387","ARL17B","gene with protein product","17","46274784","46361797"
"32388","SYNDIG1L","gene with protein product","14","74405894","74426210"
"32389","BDH2","gene with protein product","4","103077592","103099870"
"32390","TMEM225","gene with protein product","11","123882920","123885670"
"32393","TMEM91","gene with protein product","19","41350911","41384083"
"32394","SMTNL1","gene with protein product","11","57537595","57550272"
"32395","DGKK","gene with protein product","X","50365409","50470825"
"32397","DNAJB3","unknown","2","233742750","233744015"
"32398","RPL7AP9","pseudogene","12","76599671","76600470"
"32399","DEFB134","gene with protein product","8","11993174","11996312"
"32400","DEFB135","gene with protein product","8","11982256","11984590"
"32403","LRRC75A","gene with protein product","17","16441577","16492193"
"32404","LRRC37A2","gene with protein product","17","46511511","46555650"
"32406","IQCJ","gene with protein product","3","158962928","159266307"
"32408","TBC1D3P3","pseudogene","17","20543481","20550963"
"32409","TBC1D3P4","pseudogene","17","18393480","18400961"
"32410","FAM27E5","RNA, long non-coding","17","22298691","22299893"
"32411","SCART1","gene with protein product","10","133453928","133523558"
"32414","RGPD1","gene with protein product","2","86907953","87013976"
"32415","RGPD2","gene with protein product","2","87755960","87825796"
"32416","RGPD3","gene with protein product","2","106391290","106468413"
"32417","RGPD4","gene with protein product","2","107826892","107892544"
"32418","RGPD5","gene with protein product","2","109792758","109857705"
"32419","RGPD6","gene with protein product","2","110513802","110577222"
"32421","SUZ12P1","pseudogene","17","30709299","30790908"
"32422","RPRML","gene with protein product","17","46978156","46979253"
"32423","DHRS7C","gene with protein product","17","9771434","9791592"
"32424","CSPG4P2Y","pseudogene","Y","24183434","24187231"
"32425","TTTY9B","RNA, long non-coding","Y","18581206","18590521"
"32426","GOLGA2P3Y","pseudogene","Y","25454561","25460572"
"32427","LRRC37A3","gene with protein product","17","64854130","64919480"
"32428","EIF4EP2","pseudogene","17","49424269","49424922"
"32429","SPEM1","gene with protein product","17","7420324","7421632"
"32430","RPL7P6","pseudogene","12","19089151","19089888"
"32431","TMIGD1","gene with protein product","17","30316333","30334059"
"32433","RPL7AP10","pseudogene","19","21149648","21150438"
"32434","SLC38A8","gene with protein product","16","84009667","84042795"
"32440","PCNPP1","pseudogene","12","111669852","111670362"
"32441","FAHD2P1","pseudogene","12","70671918","70672856"
"32443","LRTM2","gene with protein product","12","1820267","1836753"
"32444","RPS4XP1","pseudogene","12","100009052","100009838"
"32447","WDR82P1","pseudogene","3","94937086","94938024"
"32448","FOXI2","gene with protein product","10","127737185","127741183"
"32449","KRT18P15","pseudogene","3","32258940","32260230"
"32450","FAM106B","unknown","","",""
"32451","ATP5MFP4","pseudogene","17","64491523","64491789"
"32453","LSM12P1","pseudogene","8","35525176","35525763"
"32454","PPIAP18","pseudogene","","",""
"32455","SDHAP1","pseudogene","3","195959748","195990318"
"32456","ALG11","gene with protein product","13","52012391","52079232"
"32457","MIX23P1","pseudogene","18","10623876","10624305"
"32458","ZNF716","gene with protein product","7","57450177","57473559"
"32459","ZCCHC18","gene with protein product","X","104112131","104115842"
"32460","ZNF724","gene with protein product","19","23221599","23250394"
"32461","ZNF725P","pseudogene","19","23492428","23512656"
"32462","ZNF726","gene with protein product","19","23914876","23945159"
"32463","ZNF728","gene with protein product","19","22974883","23003176"
"32464","ZNF729","gene with protein product","19","22286441","22317176"
"32465","ZNF734P","pseudogene","7","63449819","63456687"
"32466","ZNF735","gene with protein product","7","64207090","64220508"
"32467","ZNF736","gene with protein product","7","64307459","64356634"
"32468","ZNF737","gene with protein product","19","20535825","20565809"
"32469","ZNF738","gene with protein product","19","21358930","21388582"
"32470","ZNF730","gene with protein product","19","23075210","23147221"
"32471","ZNF731P","pseudogene","1","247189851","247210856"
"32472","ZNF876P","pseudogene","4","212610","255985"
"32473","ZNF733P","pseudogene","7","63291518","63304056"
"32474","EEF1DP1","pseudogene","19","14070342","14071237"
"32475","EEF1B2P4","pseudogene","12","106901283","106901984"
"32476","EEF1B2P5","pseudogene","6","63480134","63481876"
"32478","RPS6P1","pseudogene","","",""
"32479","BOLA2B","gene with protein product","16","30192932","30194306"
"32480","INKA1","gene with protein product","3","49803261","49805030"
"32481","C3orf56","gene with protein product","3","127193131","127198185"
"32483","OST4","gene with protein product","2","27070472","27071654"
"32484","TTLL13","gene with protein product","15","90249530","90265482"
"32486","RTP2","gene with protein product","3","187698259","187702557"
"32487","ALKBH2","gene with protein product","12","109088188","109093631"
"32488","ARSH","gene with protein product","X","3006546","3034111"
"32521","ARSI","gene with protein product","5","150296343","150339307"
"32522","NCF1B","pseudogene","7","73220624","73235945"
"32523","NCF1C","pseudogene","7","75156639","75172044"
"32524","PRMT5P1","pseudogene","4","147458724","147459321"
"32525","ANKDD1B","gene with protein product","5","75611182","75681773"
"32526","AHI1-DT","RNA, long non-coding","6","135497422","135813990"
"32528","PRCD","gene with protein product","17","76527586","76553578"
"32529","MIR539","RNA, micro","14","101047321","101047398"
"32530","MIR544A","RNA, micro","14","101048658","101048748"
"32531","MIR545","RNA, micro","X","74287104","74287209"
"32532","MIR376A2","RNA, micro","14","101040069","101040148"
"32533","MIR487B","RNA, micro","14","101046455","101046538"
"32534","MIR542","RNA, micro","X","134541341","134541437"
"32535","HSP90AA5P","pseudogene","3","184115352","184117898"
"32536","HSP90AA6P","pseudogene","4","170581470","170605450"
"32537","HSP90AB2P","pseudogene","4","13333414","13338657"
"32538","HSP90AB4P","pseudogene","15","58691106","58693125"
"32539","HSP90AB5P","pseudogene","","",""
"32540","HSP90AB6P","pseudogene","13","96883842","96885821"
"32542","GJA6P","pseudogene","X","18535079","18536120"
"32543","BRI3P2","pseudogene","12","24967127","24967504"
"32544","BRI3P3","pseudogene","17","17981192","17981572"
"32545","TMEM253","gene with protein product","14","21098811","21103724"
"32550","ZBTB42","gene with protein product","14","104800596","104804712"
"32553","CEMP1","gene with protein product","16","2530035","2531417"
"32554","FAM83G","gene with protein product","17","18968789","19004764"
"32555","SCARNA1","RNA, small nucleolar","1","27834401","27834566"
"32556","SNORD1A","RNA, small nucleolar","17","76561634","76561705"
"32557","SNORA1","RNA, small nucleolar","11","93732004","93732133"
"32558","SCARNA2","RNA, small nucleolar","1","109100193","109100612"
"32559","SCARNA18","RNA, small nucleolar","5","83064204","83064337"
"32560","SCARNA4","RNA, small nucleolar","1","155925958","155926085"
"32561","SCARNA5","RNA, small nucleolar","2","233275727","233276002"
"32562","SCARNA6","RNA, small nucleolar","2","233288676","233288940"
"32563","SCARNA7","RNA, small nucleolar","3","160514907","160515236"
"32564","SCARNA8","RNA, small nucleolar","9","19063656","19063786"
"32565","IZUMO1R","gene with protein product","11","94304580","94308146"
"32566","SCARNA9","RNA, small nucleolar","11","93721513","93721865"
"32567","SCARNA10","RNA, small nucleolar","12","6510222","6510551"
"32568","SCARNA11","RNA, small nucleolar","12","6581474","6581609"
"32569","SCARNA12","RNA, small nucleolar","12","6967337","6967606"
"32570","SCARNA13","RNA, small nucleolar","14","95533355","95533629"
"32571","SCARNA14","RNA, small nucleolar","15","66347207","66347342"
"32572","SCARNA15","RNA, small nucleolar","15","82755945","82756071"
"32573","SCARNA16","RNA, small nucleolar","17","77089307","77089493"
"32574","SCARNA17","RNA, small nucleolar","18","49814133","49814276"
"32576","DCDC2B","gene with protein product","1","32209089","32216192"
"32577","SCARNA3","RNA, small nucleolar","1","175968398","175968540"
"32578","SCARNA20","RNA, small nucleolar","17","60231516","60231646"
"32579","SCARNA21","RNA, small nucleolar","17","7906122","7906260"
"32580","SCARNA22","RNA, small nucleolar","4","1974636","1974760"
"32581","SCARNA23","RNA, small nucleolar","X","24744441","24744570"
"32583","METAP1D","gene with protein product","2","171999943","172082430"
"32584","SNORA2A","RNA, small nucleolar","12","48656648","48656782"
"32585","SNORA2B","RNA, small nucleolar","12","48667457","48667593"
"32586","SNORA3A","RNA, small nucleolar","11","8684227","8684356"
"32587","SNORA4","RNA, small nucleolar","3","186787612","186787749"
"32588","SNORA5A","RNA, small nucleolar","7","45104349","45104482"
"32589","SNORA5B","RNA, small nucleolar","7","45105968","45106099"
"32590","SNORA5C","RNA, small nucleolar","7","45104906","45105042"
"32591","SNORA6","RNA, small nucleolar","3","39408389","39408539"
"32592","SNORA7A","RNA, small nucleolar","3","12840312","12840450"
"32593","SNORA7B","RNA, small nucleolar","3","129397210","129397348"
"32594","PREX1","gene with protein product","20","48624252","48827999"
"32596","SNORA8","RNA, small nucleolar","11","93732361","93732499"
"32597","SNORA9","RNA, small nucleolar","7","44985378","44985510"
"32598","SNORA10","RNA, small nucleolar","16","1962334","1962466"
"32599","SNORA11","RNA, small nucleolar","X","54814370","54814497"
"32600","SNORA12","RNA, small nucleolar","10","100237156","100237302"
"32601","SNORA13","RNA, small nucleolar","5","112161485","112161617"
"32602","SNORA14A","RNA, small nucleolar","7","75943782","75943916"
"32603","SNORA14B","RNA, small nucleolar","1","235127803","235127937"
"32604","SNORA15","RNA, small nucleolar","7","56060470","56060602"
"32605","SNORA16A","RNA, small nucleolar","1","28580920","28581056"
"32606","SNORA16B","RNA, small nucleolar","1","212352816","212352950"
"32607","SNORA17A","RNA, small nucleolar","9","136726747","136726879"
"32608","SNORA18","RNA, small nucleolar","11","93733466","93733597"
"32609","SNORA19","RNA, small nucleolar","10","119060011","119060138"
"32610","SNORA20","RNA, small nucleolar","6","159780250","159780381"
"32611","SNORA21","RNA, small nucleolar","17","38852863","38852994"
"32612","SNORA22","RNA, small nucleolar","7","65755526","65755659"
"32613","SNORA23","RNA, small nucleolar","11","9428773","9428954"
"32614","SNORA24","RNA, small nucleolar","4","118279190","118279320"
"32615","SNORA25","RNA, small nucleolar","11","93730513","93730646"
"32616","SNORA26","RNA, small nucleolar","4","52713249","52713370"
"32617","SNORA27","RNA, small nucleolar","13","27255401","27255526"
"32618","SNORA28","RNA, small nucleolar","14","103337849","103337974"
"32619","SNORA29","RNA, small nucleolar","6","159785594","159785733"
"32620","SNORA30","RNA, small nucleolar","16","30710537","30710665"
"32621","SNORA31","RNA, small nucleolar","13","45337480","45337609"
"32622","SNORA32","RNA, small nucleolar","11","93730979","93731099"
"32623","SNORA33","RNA, small nucleolar","6","132817219","132817348"
"32624","SNORA2C","RNA, small nucleolar","12","48654382","48654518"
"32625","SNORA35","RNA, small nucleolar","X","114630797","114630924"
"32628","SNORA36A","RNA, small nucleolar","X","154768528","154768659"
"32629","SNORA36B","RNA, small nucleolar","1","220200546","220200676"
"32630","SNORA37","RNA, small nucleolar","18","54222284","54222412"
"32631","SNORA38","RNA, small nucleolar","6","31623079","31623210"
"32632","SNORA71E","RNA, small nucleolar","20","38448084","38448215"
"32633","SNORA40","RNA, small nucleolar","11","93735111","93735236"
"32634","SNORA41","RNA, small nucleolar","2","206162228","206162359"
"32635","SNORA80E","RNA, small nucleolar","1","155919909","155920045"
"32636","SNORA17B","RNA, small nucleolar","9","136726105","136726234"
"32637","SNORA44","RNA, small nucleolar","1","28580381","28580512"
"32638","SNORA3B","RNA, small nucleolar","11","8685439","8685569"
